ticket_id,opened_at,resolved_at,requester_id,assigned_group,category,subcategory,priority,channel,resolution_hours,sla_target_hours,sla_met,reopened,csat_score,first_contact_resolution
INC-30189,2026-02-01T03:00,2026-02-01T13:34,U0110,Service Desk,Printing,Printer Offline,P4,Phone,10.58,72,Yes,No,5,Yes
INC-30190,2026-02-23T06:00,2026-02-23T16:02,U0120,Security Operations,Security,Phishing,P3,Monitoring,10.04,24,Yes,No,4,Yes
INC-30191,2026-04-13T20:00,2026-04-14T02:11,U0020,Service Desk,Network,VPN,P3,Monitoring,6.19,24,Yes,No,5,Yes
INC-30192,2026-07-14T08:00,2026-07-14T21:08,U0005,Service Desk,Cloud,Storage,P3,Email,13.14,24,Yes,No,5,Yes
INC-30193,2026-05-23T09:00,2026-05-24T11:47,U0116,Cloud Operations,Cloud,IAM,P3,Email,26.8,24,No,No,3,No
INC-30194,2026-03-30T20:00,2026-03-30T22:55,U0004,Infrastructure,Microsoft 365,Shared Mailbox,P3,Monitoring,2.93,24,Yes,No,5,No
INC-30195,2026-06-16T11:00,2026-06-17T08:11,U0173,Security Operations,Cloud,IAM,P3,Portal,21.2,24,Yes,No,3,Yes
INC-30196,2026-01-06T18:00,2026-01-06T20:48,U0167,Infrastructure,Network,DHCP,P4,Email,2.82,72,Yes,No,5,Yes
INC-30197,2026-05-25T08:00,2026-05-25T15:07,U0006,Security Operations,Identity and Access,MFA,P2,Email,7.12,8,Yes,No,5,Yes
INC-30198,2026-01-04T00:00,2026-01-05T20:58,U0153,Cloud Operations,Microsoft 365,Outlook,P3,Monitoring,44.97,24,No,No,5,Yes
INC-30199,2026-06-16T20:00,2026-06-17T04:41,U0081,Service Desk,Network,Wi-Fi,P4,Monitoring,8.7,72,Yes,No,3,Yes
INC-30200,2026-04-29T16:00,2026-04-29T19:26,U0050,Security Operations,Security,Malware Alert,P4,Monitoring,3.44,72,Yes,No,4,Yes
INC-30201,2026-04-27T02:00,2026-04-27T05:15,U0246,Security Operations,Security,Conditional Access,P2,Phone,3.25,8,Yes,No,4,Yes
INC-30202,2026-04-07T17:00,2026-04-07T21:29,U0156,Security Operations,Microsoft 365,Outlook,P4,Monitoring,4.5,72,Yes,No,5,Yes
INC-30203,2026-03-13T19:00,2026-03-14T01:23,U0174,Infrastructure,Identity and Access,MFA,P4,Portal,6.39,72,Yes,No,4,Yes
INC-30204,2026-03-19T17:00,2026-03-19T17:30,U0201,Cloud Operations,Microsoft 365,Outlook,P3,Phone,0.51,24,Yes,No,5,No
INC-30205,2026-02-05T21:00,2026-02-06T04:02,U0216,Service Desk,Identity and Access,Password Reset,P4,Portal,7.05,72,Yes,No,3,Yes
INC-30206,2026-02-27T08:00,2026-02-27T13:03,U0130,Security Operations,Microsoft 365,Outlook,P4,Email,5.06,72,Yes,No,4,No
INC-30207,2026-02-12T07:00,2026-02-12T12:06,U0063,Security Operations,Network,Wi-Fi,P3,Phone,5.11,24,Yes,No,3,Yes
INC-30208,2026-05-22T23:00,2026-05-23T01:09,U0136,Security Operations,Server,Service Down,P3,Email,2.17,24,Yes,No,5,No
INC-30209,2026-06-06T22:00,2026-06-07T03:55,U0184,Service Desk,Server,Disk Capacity,P4,Phone,5.92,72,Yes,No,4,Yes
INC-30210,2026-05-15T13:00,2026-05-17T17:49,U0015,Cloud Operations,Identity and Access,Access Request,P4,Monitoring,52.83,72,Yes,No,5,Yes
INC-30211,2026-04-15T05:00,2026-04-15T17:48,U0180,Security Operations,Server,Backup,P4,Email,12.8,72,Yes,No,5,No
INC-30212,2026-06-01T06:00,2026-06-01T21:00,U0051,Cloud Operations,Server,Disk Capacity,P4,Portal,15.0,72,Yes,No,5,No
INC-30213,2026-02-13T08:00,2026-02-13T16:20,U0088,Infrastructure,Cloud,EC2,P3,Portal,8.35,24,Yes,No,5,Yes
INC-30214,2026-03-24T17:00,2026-03-24T20:18,U0161,Cloud Operations,Cloud,EC2,P4,Portal,3.31,72,Yes,No,3,Yes
INC-30215,2026-07-15T17:00,2026-07-17T00:54,U0137,Infrastructure,Identity and Access,Account Lockout,P3,Phone,31.91,24,No,No,5,Yes
INC-30216,2026-02-18T02:00,2026-02-18T07:02,U0150,Infrastructure,Printing,Queue,P3,Monitoring,5.04,24,Yes,No,5,Yes
INC-30217,2026-05-21T23:00,2026-05-22T06:18,U0055,Security Operations,Microsoft 365,Outlook,P2,Phone,7.31,8,Yes,No,5,Yes
INC-30218,2026-06-27T11:00,2026-06-27T22:00,U0113,Security Operations,Printing,Driver,P4,Monitoring,11.01,72,Yes,No,4,Yes
INC-30219,2026-06-15T19:00,2026-06-18T02:57,U0031,Infrastructure,Security,Malware Alert,P2,Monitoring,55.96,8,No,Yes,4,No
INC-30220,2026-05-07T09:00,2026-05-07T16:08,U0147,Cloud Operations,Microsoft 365,Outlook,P3,Email,7.14,24,Yes,No,4,No
INC-30221,2026-04-14T20:00,2026-04-15T08:38,U0151,Security Operations,Cloud,EC2,P3,Phone,12.64,24,Yes,No,4,Yes
INC-30222,2026-06-17T04:00,2026-06-17T05:49,U0107,Security Operations,Identity and Access,Account Lockout,P2,Monitoring,1.82,8,Yes,No,5,Yes
INC-30223,2026-02-15T15:00,2026-02-15T22:27,U0115,Infrastructure,Endpoint,BitLocker,P3,Portal,7.45,24,Yes,No,5,Yes
INC-30224,2026-05-13T12:00,2026-05-13T18:34,U0172,Security Operations,Network,Wi-Fi,P4,Portal,6.57,72,Yes,No,5,Yes
INC-30225,2026-04-16T18:00,2026-04-17T04:11,U0246,Infrastructure,Microsoft 365,Shared Mailbox,P3,Portal,10.2,24,Yes,No,5,Yes
INC-30226,2026-01-07T19:00,2026-01-07T21:40,U0228,Security Operations,Cloud,EC2,P4,Phone,2.68,72,Yes,No,3,Yes
INC-30227,2026-01-09T06:00,2026-01-09T09:44,U0082,Security Operations,Server,Patch Failure,P3,Portal,3.74,24,Yes,No,3,Yes
INC-30228,2026-04-08T17:00,2026-04-09T05:16,U0244,Security Operations,Endpoint,Software Install,P3,Portal,12.28,24,Yes,No,4,Yes
INC-30229,2026-01-21T07:00,2026-01-21T12:30,U0083,Cloud Operations,Cloud,Storage,P3,Portal,5.51,24,Yes,No,4,No
INC-30230,2026-07-20T08:00,2026-07-20T21:50,U0030,Cloud Operations,Network,VPN,P3,Phone,13.85,24,Yes,No,5,Yes
INC-30231,2026-01-11T04:00,2026-01-11T13:39,U0026,Infrastructure,Printing,Driver,P3,Email,9.66,24,Yes,No,5,Yes
INC-30232,2026-06-21T03:00,2026-06-21T06:00,U0044,Infrastructure,Network,DHCP,P4,Monitoring,3.0,72,Yes,No,5,No
INC-30233,2026-04-10T01:00,2026-04-11T00:58,U0154,Cloud Operations,Endpoint,Windows Update,P1,Phone,23.98,4,No,No,4,Yes
INC-30234,2026-06-24T12:00,2026-06-25T04:30,U0077,Service Desk,Cloud,Storage,P2,Portal,16.52,8,No,No,5,Yes
INC-30235,2026-04-06T17:00,2026-04-07T01:25,U0227,Cloud Operations,Printing,Driver,P3,Phone,8.43,24,Yes,No,5,Yes
INC-30236,2026-03-26T06:00,2026-03-26T13:10,U0005,Infrastructure,Server,Disk Capacity,P3,Monitoring,7.18,24,Yes,Yes,3,Yes
INC-30237,2026-05-22T08:00,2026-05-22T18:17,U0167,Service Desk,Security,Conditional Access,P4,Portal,10.28,72,Yes,No,5,Yes
INC-30238,2026-02-12T11:00,2026-02-12T16:28,U0100,Infrastructure,Server,Disk Capacity,P4,Portal,5.48,72,Yes,No,4,Yes
INC-30239,2026-03-17T22:00,2026-03-18T16:09,U0050,Service Desk,Identity and Access,Account Lockout,P4,Email,18.15,72,Yes,No,5,No
INC-30240,2026-01-13T21:00,2026-01-14T12:54,U0002,Infrastructure,Cloud,Storage,P3,Portal,15.9,24,Yes,No,5,Yes
INC-30241,2026-02-28T12:00,2026-02-28T22:39,U0145,Infrastructure,Network,VPN,P4,Email,10.66,72,Yes,No,4,Yes
INC-30242,2026-07-14T20:00,2026-07-15T08:15,U0218,Service Desk,Network,Wi-Fi,P4,Monitoring,12.25,72,Yes,Yes,5,Yes
INC-30243,2026-01-19T00:00,2026-01-19T12:36,U0093,Service Desk,Server,Service Down,P3,Portal,12.61,24,Yes,No,5,Yes
INC-30244,2026-04-19T06:00,2026-04-19T07:23,U0207,Service Desk,Identity and Access,MFA,P3,Monitoring,1.39,24,Yes,No,4,Yes
INC-30245,2026-04-23T17:00,2026-04-24T02:38,U0111,Service Desk,Cloud,IAM,P2,Phone,9.64,8,No,No,5,Yes
INC-30246,2026-04-27T15:00,2026-04-27T23:26,U0019,Security Operations,Identity and Access,Password Reset,P4,Monitoring,8.44,72,Yes,No,3,No
INC-30247,2026-01-12T17:00,2026-01-13T00:20,U0161,Security Operations,Printing,Printer Offline,P3,Portal,7.34,24,Yes,No,5,Yes
INC-30248,2026-05-11T12:00,2026-05-12T00:27,U0154,Service Desk,Printing,Queue,P2,Monitoring,12.46,8,No,No,5,No
INC-30249,2026-02-04T21:00,2026-02-05T07:18,U0133,Cloud Operations,Server,Service Down,P4,Portal,10.3,72,Yes,No,5,No
INC-30250,2026-03-08T10:00,2026-03-08T14:45,U0186,Security Operations,Endpoint,Software Install,P3,Email,4.75,24,Yes,No,3,Yes
INC-30251,2026-04-17T17:00,2026-04-18T04:03,U0150,Infrastructure,Printing,Printer Offline,P3,Monitoring,11.07,24,Yes,No,4,Yes
INC-30252,2026-01-04T02:00,2026-01-04T10:37,U0220,Service Desk,Endpoint,Windows Update,P2,Phone,8.63,8,No,No,4,Yes
INC-30253,2026-03-11T00:00,2026-03-11T16:34,U0120,Cloud Operations,Microsoft 365,OneDrive,P3,Phone,16.57,24,Yes,No,4,Yes
INC-30254,2026-01-15T17:00,2026-01-15T20:14,U0062,Security Operations,Security,Conditional Access,P3,Phone,3.25,24,Yes,No,5,Yes
INC-30255,2026-03-05T05:00,2026-03-05T09:03,U0050,Cloud Operations,Identity and Access,Password Reset,P3,Portal,4.06,24,Yes,No,4,Yes
INC-30256,2026-03-31T18:00,2026-04-01T02:53,U0006,Infrastructure,Endpoint,BitLocker,P3,Portal,8.89,24,Yes,Yes,5,Yes
INC-30257,2026-02-08T05:00,2026-02-08T10:52,U0208,Cloud Operations,Server,Service Down,P4,Monitoring,5.87,72,Yes,No,3,Yes
INC-30258,2026-02-14T23:00,2026-02-15T05:21,U0154,Security Operations,Network,DNS,P3,Portal,6.36,24,Yes,No,5,Yes
INC-30259,2026-07-03T02:00,2026-07-03T08:27,U0204,Cloud Operations,Cloud,Azure VM,P4,Monitoring,6.46,72,Yes,No,3,No
INC-30260,2026-01-23T11:00,2026-01-24T07:18,U0131,Cloud Operations,Endpoint,Windows Update,P3,Monitoring,20.31,24,Yes,No,5,Yes
INC-30261,2026-06-15T07:00,2026-06-15T17:53,U0203,Service Desk,Security,Phishing,P3,Email,10.9,24,Yes,No,5,No
INC-30262,2026-05-16T11:00,2026-05-17T13:13,U0240,Cloud Operations,Network,Wi-Fi,P3,Portal,26.23,24,No,No,3,Yes
INC-30263,2026-06-27T10:00,2026-06-27T12:26,U0087,Security Operations,Server,Backup,P3,Monitoring,2.43,24,Yes,No,4,No
INC-30264,2026-04-19T13:00,2026-04-19T17:46,U0166,Service Desk,Cloud,IAM,P3,Portal,4.77,24,Yes,No,5,Yes
INC-30265,2026-01-28T00:00,2026-01-28T04:33,U0078,Cloud Operations,Cloud,Azure VM,P4,Email,4.56,72,Yes,No,5,No
INC-30266,2026-03-31T11:00,2026-03-31T16:18,U0104,Security Operations,Identity and Access,Password Reset,P4,Monitoring,5.31,72,Yes,No,4,No
INC-30267,2026-03-20T00:00,2026-03-20T05:01,U0151,Security Operations,Network,DHCP,P4,Phone,5.02,72,Yes,No,4,No
INC-30268,2026-05-27T16:00,2026-05-27T23:03,U0096,Infrastructure,Printing,Driver,P3,Email,7.06,24,Yes,No,5,Yes
INC-30269,2026-05-02T09:00,2026-05-02T14:32,U0196,Cloud Operations,Server,Patch Failure,P3,Portal,5.55,24,Yes,No,3,No
INC-30270,2026-02-22T19:00,2026-02-23T04:32,U0098,Infrastructure,Server,Backup,P3,Portal,9.55,24,Yes,No,4,Yes
INC-30271,2026-04-23T13:00,2026-04-23T19:01,U0173,Infrastructure,Security,Phishing,P3,Monitoring,6.03,24,Yes,Yes,4,Yes
INC-30272,2026-05-13T01:00,2026-05-13T05:38,U0117,Service Desk,Cloud,IAM,P3,Portal,4.64,24,Yes,No,5,Yes
INC-30273,2026-02-08T03:00,2026-02-08T10:55,U0245,Infrastructure,Endpoint,Software Install,P3,Email,7.92,24,Yes,No,5,Yes
INC-30274,2026-02-24T12:00,2026-02-24T20:14,U0071,Infrastructure,Cloud,EC2,P3,Email,8.25,24,Yes,No,5,Yes
INC-30275,2026-03-26T14:00,2026-03-27T10:09,U0148,Service Desk,Server,Disk Capacity,P4,Phone,20.16,72,Yes,No,5,Yes
INC-30276,2026-04-12T20:00,2026-04-13T09:14,U0064,Infrastructure,Printing,Driver,P3,Monitoring,13.24,24,Yes,No,5,Yes
INC-30277,2026-07-14T10:00,2026-07-15T03:21,U0223,Infrastructure,Microsoft 365,OneDrive,P3,Phone,17.36,24,Yes,No,3,Yes
INC-30278,2026-03-16T11:00,2026-03-16T22:58,U0095,Service Desk,Security,Phishing,P3,Phone,11.98,24,Yes,No,4,Yes
INC-30279,2026-06-23T01:00,2026-06-23T14:43,U0191,Security Operations,Identity and Access,MFA,P3,Monitoring,13.73,24,Yes,No,4,Yes
INC-30280,2026-02-16T22:00,2026-02-17T05:29,U0022,Infrastructure,Server,Backup,P4,Email,7.5,72,Yes,No,4,No
INC-30281,2026-02-28T13:00,2026-02-28T18:04,U0190,Security Operations,Identity and Access,MFA,P3,Portal,5.08,24,Yes,No,3,Yes
INC-30282,2026-02-22T17:00,2026-02-23T03:53,U0179,Service Desk,Security,Conditional Access,P3,Portal,10.88,24,Yes,No,4,Yes
INC-30283,2026-01-02T22:00,2026-01-03T04:36,U0024,Service Desk,Identity and Access,Access Request,P4,Portal,6.61,72,Yes,No,4,No
INC-30284,2026-01-22T21:00,2026-01-23T14:33,U0012,Security Operations,Network,VPN,P4,Phone,17.55,72,Yes,No,5,Yes
INC-30285,2026-03-13T00:00,2026-03-13T04:23,U0092,Cloud Operations,Printing,Printer Offline,P4,Portal,4.39,72,Yes,No,4,Yes
INC-30286,2026-03-14T22:00,2026-03-15T08:49,U0160,Cloud Operations,Security,Phishing,P3,Portal,10.82,24,Yes,No,5,Yes
INC-30287,2026-06-20T20:00,2026-06-21T05:11,U0025,Cloud Operations,Microsoft 365,Shared Mailbox,P4,Email,9.2,72,Yes,No,5,No
INC-30288,2026-04-19T20:00,2026-04-20T03:08,U0190,Infrastructure,Security,Conditional Access,P2,Portal,7.14,8,Yes,No,5,No
INC-30289,2026-02-12T16:00,2026-02-12T23:13,U0021,Service Desk,Cloud,Azure VM,P3,Phone,7.23,24,Yes,No,4,Yes
INC-30290,2026-03-12T02:00,2026-03-12T06:31,U0035,Cloud Operations,Identity and Access,Account Lockout,P3,Portal,4.53,24,Yes,No,5,Yes
INC-30291,2026-04-09T19:00,2026-04-10T07:52,U0053,Service Desk,Identity and Access,MFA,P3,Email,12.88,24,Yes,No,5,Yes
INC-30292,2026-03-04T23:00,2026-03-05T01:42,U0245,Infrastructure,Security,Phishing,P3,Email,2.71,24,Yes,No,4,Yes
INC-30293,2026-07-07T16:00,2026-07-07T19:24,U0063,Security Operations,Network,DNS,P3,Email,3.42,24,Yes,No,5,Yes
INC-30294,2026-03-11T01:00,2026-03-11T05:58,U0093,Security Operations,Cloud,Storage,P4,Email,4.98,72,Yes,No,5,Yes
INC-30295,2026-05-29T06:00,2026-05-29T08:52,U0195,Cloud Operations,Endpoint,Software Install,P4,Email,2.87,72,Yes,No,5,Yes
INC-30296,2026-04-08T00:00,2026-04-08T07:52,U0184,Security Operations,Printing,Printer Offline,P3,Email,7.87,24,Yes,No,3,Yes
INC-30297,2026-06-21T05:00,2026-06-22T02:26,U0126,Cloud Operations,Server,Disk Capacity,P3,Monitoring,21.45,24,Yes,No,3,Yes
INC-30298,2026-07-13T09:00,2026-07-13T16:18,U0234,Cloud Operations,Endpoint,Windows Update,P3,Phone,7.32,24,Yes,No,5,Yes
INC-30299,2026-05-26T01:00,2026-05-26T14:44,U0179,Infrastructure,Network,Wi-Fi,P3,Monitoring,13.75,24,Yes,No,4,Yes
INC-30300,2026-07-17T17:00,2026-07-18T14:46,U0235,Security Operations,Endpoint,Windows Update,P1,Portal,21.77,4,No,No,4,No
INC-30301,2026-02-26T22:00,2026-02-27T09:21,U0079,Security Operations,Printing,Driver,P3,Portal,11.36,24,Yes,No,5,No
INC-30302,2026-04-28T21:00,2026-04-28T22:51,U0179,Cloud Operations,Endpoint,Slow Device,P3,Email,1.85,24,Yes,No,3,Yes
INC-30303,2026-05-23T22:00,2026-05-24T09:43,U0096,Infrastructure,Printing,Driver,P4,Email,11.72,72,Yes,No,4,Yes
INC-30304,2026-02-07T23:00,2026-02-08T04:08,U0192,Infrastructure,Security,Phishing,P3,Phone,5.14,24,Yes,No,5,Yes
INC-30305,2026-02-07T14:00,2026-02-07T18:12,U0195,Service Desk,Endpoint,Slow Device,P2,Portal,4.21,8,Yes,No,3,Yes
INC-30306,2026-01-15T14:00,2026-01-16T04:53,U0134,Cloud Operations,Microsoft 365,Shared Mailbox,P3,Monitoring,14.9,24,Yes,No,5,Yes
INC-30307,2026-05-07T21:00,2026-05-08T08:29,U0015,Cloud Operations,Server,Patch Failure,P4,Portal,11.49,72,Yes,Yes,5,Yes
INC-30308,2026-02-17T17:00,2026-02-18T08:46,U0180,Infrastructure,Identity and Access,Account Lockout,P3,Monitoring,15.78,24,Yes,No,5,No
INC-30309,2026-06-26T02:00,2026-06-26T20:53,U0163,Cloud Operations,Printing,Printer Offline,P4,Phone,18.89,72,Yes,No,4,Yes
INC-30310,2026-05-17T22:00,2026-05-18T05:27,U0180,Service Desk,Microsoft 365,Shared Mailbox,P3,Phone,7.46,24,Yes,No,5,Yes
INC-30311,2026-06-27T20:00,2026-06-28T10:06,U0173,Security Operations,Identity and Access,MFA,P2,Monitoring,14.11,8,No,No,5,Yes
INC-30312,2026-03-24T13:00,2026-03-25T10:16,U0023,Service Desk,Network,DHCP,P3,Portal,21.28,24,Yes,No,4,No
INC-30313,2026-04-07T00:00,2026-04-07T15:44,U0237,Security Operations,Network,VPN,P4,Phone,15.74,72,Yes,No,5,No
INC-30314,2026-01-23T09:00,2026-01-24T08:33,U0098,Security Operations,Server,Service Down,P3,Email,23.56,24,Yes,No,4,Yes
INC-30315,2026-01-31T18:00,2026-01-31T21:44,U0219,Cloud Operations,Server,Backup,P4,Portal,3.74,72,Yes,No,5,Yes
INC-30316,2026-05-13T19:00,2026-05-13T23:45,U0204,Infrastructure,Printing,Driver,P3,Email,4.75,24,Yes,No,3,Yes
INC-30317,2026-06-07T13:00,2026-06-07T21:09,U0154,Cloud Operations,Server,Service Down,P2,Portal,8.16,8,No,No,4,Yes
INC-30318,2026-02-12T11:00,2026-02-13T00:35,U0213,Infrastructure,Cloud,Storage,P4,Phone,13.59,72,Yes,No,5,Yes
INC-30319,2026-04-25T01:00,2026-04-25T03:01,U0208,Infrastructure,Endpoint,Slow Device,P4,Email,2.03,72,Yes,No,5,Yes
INC-30320,2026-02-24T16:00,2026-02-24T20:15,U0090,Security Operations,Identity and Access,Access Request,P3,Portal,4.27,24,Yes,No,4,Yes
INC-30321,2026-03-08T22:00,2026-03-09T00:44,U0222,Service Desk,Printing,Driver,P2,Phone,2.75,8,Yes,No,4,Yes
INC-30322,2026-06-01T03:00,2026-06-01T07:33,U0192,Infrastructure,Security,Conditional Access,P3,Portal,4.55,24,Yes,No,5,Yes
INC-30323,2026-02-20T17:00,2026-02-20T21:30,U0238,Service Desk,Printing,Printer Offline,P4,Phone,4.52,72,Yes,No,4,No
INC-30324,2026-02-10T09:00,2026-02-10T16:11,U0062,Security Operations,Server,Backup,P3,Phone,7.19,24,Yes,No,4,Yes
INC-30325,2026-05-09T11:00,2026-05-10T18:16,U0071,Security Operations,Microsoft 365,OneDrive,P4,Portal,31.27,72,Yes,No,3,Yes
INC-30326,2026-06-24T07:00,2026-06-24T17:10,U0071,Service Desk,Network,DNS,P2,Monitoring,10.17,8,No,No,5,Yes
INC-30327,2026-04-13T04:00,2026-04-13T17:00,U0209,Service Desk,Endpoint,Windows Update,P2,Monitoring,13.01,8,No,No,5,Yes
INC-30328,2026-02-12T16:00,2026-02-13T07:14,U0154,Infrastructure,Network,VPN,P4,Monitoring,15.25,72,Yes,No,3,Yes
INC-30329,2026-07-16T15:00,2026-07-16T19:00,U0193,Service Desk,Network,VPN,P4,Portal,4.0,72,Yes,No,4,No
INC-30330,2026-02-28T21:00,2026-03-01T07:42,U0012,Cloud Operations,Printing,Driver,P4,Monitoring,10.71,72,Yes,No,5,Yes
INC-30331,2026-06-28T17:00,2026-06-29T01:31,U0170,Service Desk,Server,Service Down,P3,Portal,8.53,24,Yes,No,4,No
INC-30332,2026-03-15T19:00,2026-03-15T23:37,U0033,Security Operations,Endpoint,Slow Device,P3,Phone,4.62,24,Yes,No,5,No
INC-30333,2026-05-17T21:00,2026-05-18T01:42,U0178,Infrastructure,Security,Conditional Access,P2,Email,4.71,8,Yes,No,5,Yes
INC-30334,2026-03-08T02:00,2026-03-08T14:03,U0042,Security Operations,Server,Service Down,P3,Phone,12.05,24,Yes,No,5,Yes
INC-30335,2026-03-26T19:00,2026-03-27T04:16,U0105,Service Desk,Microsoft 365,OneDrive,P3,Portal,9.28,24,Yes,No,4,No
INC-30336,2026-02-20T06:00,2026-02-20T18:22,U0135,Cloud Operations,Network,DHCP,P3,Portal,12.37,24,Yes,No,5,Yes
INC-30337,2026-04-07T14:00,2026-04-08T05:06,U0243,Security Operations,Cloud,Azure VM,P3,Phone,15.11,24,Yes,No,5,No
INC-30338,2026-07-01T19:00,2026-07-02T03:20,U0033,Infrastructure,Printing,Queue,P3,Phone,8.34,24,Yes,No,5,Yes
INC-30339,2026-05-07T16:00,2026-05-07T22:43,U0113,Cloud Operations,Network,DHCP,P4,Phone,6.73,72,Yes,No,5,Yes
INC-30340,2026-03-20T10:00,2026-03-20T13:47,U0198,Cloud Operations,Cloud,EC2,P3,Portal,3.8,24,Yes,No,4,No
INC-30341,2026-02-26T16:00,2026-02-27T00:05,U0174,Service Desk,Identity and Access,Access Request,P2,Portal,8.09,8,No,No,5,Yes
INC-30342,2026-05-26T09:00,2026-05-26T17:57,U0156,Security Operations,Server,Service Down,P3,Email,8.96,24,Yes,No,4,No
INC-30343,2026-06-25T16:00,2026-06-25T22:57,U0096,Service Desk,Server,Patch Failure,P4,Email,6.96,72,Yes,No,3,Yes
INC-30344,2026-06-15T05:00,2026-06-15T06:22,U0238,Service Desk,Cloud,Storage,P3,Monitoring,1.38,24,Yes,No,3,Yes
INC-30345,2026-04-23T11:00,2026-04-23T15:22,U0026,Security Operations,Cloud,Storage,P3,Email,4.37,24,Yes,No,5,No
INC-30346,2026-05-21T12:00,2026-05-21T16:26,U0096,Cloud Operations,Microsoft 365,OneDrive,P4,Monitoring,4.45,72,Yes,No,5,No
INC-30347,2026-02-07T10:00,2026-02-07T17:27,U0192,Security Operations,Security,Phishing,P4,Phone,7.46,72,Yes,No,5,Yes
INC-30348,2026-03-07T00:00,2026-03-07T04:48,U0231,Service Desk,Cloud,Azure VM,P2,Email,4.81,8,Yes,No,5,No
INC-30349,2026-02-10T21:00,2026-02-11T05:01,U0033,Cloud Operations,Printing,Queue,P3,Monitoring,8.02,24,Yes,No,3,No
INC-30350,2026-02-13T09:00,2026-02-13T15:31,U0003,Security Operations,Endpoint,Windows Update,P3,Phone,6.52,24,Yes,No,3,No
INC-30351,2026-03-26T21:00,2026-03-27T01:39,U0030,Cloud Operations,Endpoint,Software Install,P4,Monitoring,4.66,72,Yes,No,5,No
INC-30352,2026-02-05T12:00,2026-02-06T15:56,U0039,Infrastructure,Endpoint,Slow Device,P3,Email,27.95,24,No,No,4,No
INC-30353,2026-02-20T05:00,2026-02-20T10:54,U0180,Infrastructure,Printing,Printer Offline,P1,Phone,5.91,4,No,No,3,Yes
INC-30354,2026-01-18T23:00,2026-01-19T10:43,U0230,Service Desk,Cloud,Azure VM,P2,Portal,11.72,8,No,Yes,5,No
INC-30355,2026-03-14T16:00,2026-03-14T22:20,U0025,Service Desk,Cloud,Azure VM,P3,Phone,6.35,24,Yes,No,4,No
INC-30356,2026-06-30T20:00,2026-07-01T00:04,U0023,Service Desk,Server,Service Down,P3,Portal,4.08,24,Yes,No,5,No
INC-30357,2026-03-08T04:00,2026-03-08T06:26,U0088,Cloud Operations,Security,Conditional Access,P4,Monitoring,2.44,72,Yes,No,4,Yes
INC-30358,2026-02-22T18:00,2026-02-22T23:40,U0229,Cloud Operations,Identity and Access,Account Lockout,P2,Monitoring,5.67,8,Yes,No,3,No
INC-30359,2026-01-24T10:00,2026-01-25T10:59,U0006,Infrastructure,Security,Conditional Access,P3,Phone,24.99,24,No,No,4,Yes
INC-30360,2026-07-13T14:00,2026-07-14T11:21,U0102,Security Operations,Identity and Access,Password Reset,P4,Email,21.36,72,Yes,No,5,Yes
INC-30361,2026-05-14T12:00,2026-05-14T22:14,U0003,Security Operations,Printing,Driver,P3,Phone,10.25,24,Yes,No,4,Yes
INC-30362,2026-04-02T23:00,2026-04-03T02:47,U0011,Infrastructure,Microsoft 365,OneDrive,P3,Email,3.79,24,Yes,No,3,Yes
INC-30363,2026-03-27T07:00,2026-03-27T17:07,U0022,Cloud Operations,Network,DNS,P3,Monitoring,10.12,24,Yes,No,4,Yes
INC-30364,2026-01-20T21:00,2026-01-24T03:39,U0200,Service Desk,Identity and Access,Access Request,P4,Phone,78.66,72,No,No,5,Yes
INC-30365,2026-03-12T16:00,2026-03-12T20:00,U0207,Security Operations,Security,Phishing,P3,Monitoring,4.01,24,Yes,No,5,Yes
INC-30366,2026-02-20T23:00,2026-02-21T03:56,U0221,Infrastructure,Security,Phishing,P2,Monitoring,4.94,8,Yes,No,4,Yes
INC-30367,2026-01-08T12:00,2026-01-08T16:07,U0156,Infrastructure,Cloud,EC2,P3,Email,4.12,24,Yes,No,4,Yes
INC-30368,2026-05-18T17:00,2026-05-18T23:54,U0004,Service Desk,Microsoft 365,Teams,P4,Email,6.91,72,Yes,No,4,Yes
INC-30369,2026-01-05T22:00,2026-01-06T02:00,U0052,Infrastructure,Identity and Access,Access Request,P4,Monitoring,4.01,72,Yes,No,4,Yes
INC-30370,2026-02-23T01:00,2026-02-23T16:51,U0032,Service Desk,Network,VPN,P2,Portal,15.85,8,No,No,3,Yes
INC-30371,2026-05-23T02:00,2026-05-23T07:09,U0099,Infrastructure,Endpoint,BitLocker,P1,Phone,5.16,4,No,No,5,Yes
INC-30372,2026-02-08T16:00,2026-02-09T12:20,U0158,Cloud Operations,Security,Phishing,P3,Phone,20.34,24,Yes,No,3,No
INC-30373,2026-02-21T21:00,2026-02-22T03:17,U0109,Infrastructure,Endpoint,BitLocker,P3,Phone,6.3,24,Yes,No,3,Yes
INC-30374,2026-06-20T17:00,2026-06-22T01:36,U0020,Service Desk,Server,Service Down,P4,Email,32.62,72,Yes,No,5,Yes
INC-30375,2026-06-13T15:00,2026-06-13T20:48,U0038,Service Desk,Microsoft 365,OneDrive,P2,Email,5.8,8,Yes,No,5,Yes
INC-30376,2026-06-19T00:00,2026-06-19T10:00,U0242,Infrastructure,Printing,Queue,P3,Monitoring,10.01,24,Yes,No,5,Yes
INC-30377,2026-07-02T02:00,2026-07-02T11:46,U0148,Infrastructure,Network,VPN,P3,Email,9.78,24,Yes,No,4,No
