timestamp,cloud,source,destination,port,protocol,action,bytes
2026-01-01T04:46:00,AWS,10.12.106.201,10.23.252.208,80,TCP,ACCEPT,326887
2026-01-01T04:47:00,AWS,10.17.122.247,10.14.114.70,80,TCP,ACCEPT,731246
2026-01-01T04:48:00,Azure,10.25.90.134,10.7.89.153,5432,UDP,ACCEPT,742748
2026-01-01T04:49:00,AWS,10.18.197.185,10.24.213.238,22,TCP,REJECT,320932
2026-01-01T04:50:00,AWS,10.25.111.70,10.13.236.206,443,TCP,REJECT,189548
2026-01-01T04:51:00,AWS,10.27.244.115,10.29.174.19,53,TCP,ACCEPT,453701
2026-01-01T04:52:00,Azure,10.27.96.123,10.10.233.170,53,UDP,ACCEPT,839389
2026-01-01T04:53:00,Azure,10.1.86.26,10.6.5.43,80,UDP,REJECT,245467
2026-01-01T04:54:00,AWS,10.14.72.136,10.12.200.93,22,TCP,ACCEPT,893261
2026-01-01T04:55:00,AWS,10.23.59.88,10.3.176.24,80,TCP,REJECT,257674
2026-01-01T04:56:00,AWS,10.7.191.253,10.12.57.40,53,TCP,REJECT,851749
2026-01-01T04:57:00,AWS,10.17.8.246,10.13.89.45,22,TCP,ACCEPT,795196
2026-01-01T04:58:00,Azure,10.20.6.229,10.18.4.56,5432,TCP,ACCEPT,697048
2026-01-01T04:59:00,Azure,10.16.9.9,10.30.9.22,443,TCP,ACCEPT,906640
2026-01-01T05:00:00,AWS,10.2.110.26,10.27.27.249,5432,TCP,ACCEPT,573418
2026-01-01T05:01:00,AWS,10.23.187.229,10.27.59.43,80,TCP,REJECT,888785
2026-01-01T05:02:00,AWS,10.12.65.118,10.26.113.117,5432,TCP,REJECT,675251
2026-01-01T05:03:00,AWS,10.27.195.149,10.12.104.35,3389,TCP,ACCEPT,601036
2026-01-01T05:04:00,Azure,10.20.72.191,10.18.39.21,443,TCP,ACCEPT,899327
2026-01-01T05:05:00,Azure,10.14.192.182,10.11.20.133,5432,TCP,REJECT,866880
2026-01-01T05:06:00,AWS,10.15.0.148,10.23.230.33,53,TCP,ACCEPT,742817
2026-01-01T05:07:00,Azure,10.8.61.221,10.2.36.174,5432,TCP,REJECT,465266
2026-01-01T05:08:00,Azure,10.8.154.168,10.19.242.240,443,TCP,REJECT,643937
2026-01-01T05:09:00,Azure,10.11.59.136,10.24.9.104,3389,TCP,REJECT,223931
2026-01-01T05:10:00,AWS,10.15.172.117,10.17.36.22,80,UDP,ACCEPT,517480
2026-01-01T05:11:00,Azure,10.8.255.248,10.26.90.191,80,UDP,ACCEPT,491886
2026-01-01T05:12:00,Azure,10.6.65.96,10.16.113.241,80,UDP,ACCEPT,254182
2026-01-01T05:13:00,Azure,10.12.13.26,10.23.155.152,80,UDP,REJECT,97486
2026-01-01T05:14:00,Azure,10.27.225.223,10.18.173.202,3389,UDP,ACCEPT,837258
2026-01-01T05:15:00,Azure,10.25.12.123,10.5.67.126,5432,TCP,ACCEPT,161983
2026-01-01T05:16:00,AWS,10.10.231.136,10.25.88.145,80,UDP,REJECT,875289
2026-01-01T05:17:00,Azure,10.4.119.53,10.5.250.245,5432,TCP,ACCEPT,531584
2026-01-01T05:18:00,AWS,10.17.230.148,10.5.120.35,80,TCP,REJECT,412625
2026-01-01T05:19:00,AWS,10.21.8.68,10.18.219.170,53,UDP,ACCEPT,448332
2026-01-01T05:20:00,AWS,10.17.104.33,10.16.195.174,80,TCP,ACCEPT,661757
2026-01-01T05:21:00,Azure,10.19.120.133,10.3.247.147,443,UDP,REJECT,24869
2026-01-01T05:22:00,AWS,10.22.251.103,10.24.40.169,5432,TCP,ACCEPT,52185
2026-01-01T05:23:00,Azure,10.16.195.47,10.13.247.178,53,UDP,REJECT,769560
2026-01-01T05:24:00,Azure,10.22.207.196,10.2.191.169,3389,UDP,REJECT,838719
2026-01-01T05:25:00,AWS,10.4.79.237,10.1.214.205,80,UDP,ACCEPT,838011
2026-01-01T05:26:00,Azure,10.7.30.145,10.22.107.38,5432,TCP,ACCEPT,390483
2026-01-01T05:27:00,AWS,10.21.196.246,10.7.168.35,80,TCP,REJECT,876821
2026-01-01T05:28:00,AWS,10.29.112.180,10.13.4.189,3389,UDP,ACCEPT,291114
2026-01-01T05:29:00,AWS,10.26.233.4,10.21.194.115,53,TCP,ACCEPT,797122
2026-01-01T05:30:00,AWS,10.21.98.51,10.24.134.203,53,TCP,ACCEPT,480436
2026-01-01T05:31:00,Azure,10.7.141.149,10.6.47.222,5432,UDP,ACCEPT,509736
2026-01-01T05:32:00,Azure,10.5.158.206,10.19.138.222,53,TCP,ACCEPT,393753
2026-01-01T05:33:00,AWS,10.11.25.113,10.5.173.127,3389,TCP,ACCEPT,695463
2026-01-01T05:34:00,Azure,10.10.235.79,10.6.244.240,443,UDP,REJECT,874170
2026-01-01T05:35:00,AWS,10.14.196.251,10.10.210.184,53,TCP,ACCEPT,702481
2026-01-01T05:36:00,Azure,10.1.229.89,10.30.239.102,80,TCP,REJECT,478478
2026-01-01T05:37:00,Azure,10.16.105.214,10.18.174.62,5432,UDP,REJECT,661691
2026-01-01T05:38:00,AWS,10.20.129.152,10.29.110.13,3389,TCP,REJECT,1271
2026-01-01T05:39:00,Azure,10.11.233.34,10.7.21.213,3389,UDP,REJECT,375490
2026-01-01T05:40:00,Azure,10.21.128.72,10.3.47.112,3389,TCP,REJECT,338950
2026-01-01T05:41:00,Azure,10.4.182.18,10.5.88.184,443,TCP,ACCEPT,906628
2026-01-01T05:42:00,AWS,10.3.238.241,10.17.185.212,22,TCP,ACCEPT,682661
2026-01-01T05:43:00,AWS,10.5.207.244,10.8.132.95,5432,UDP,ACCEPT,300887
2026-01-01T05:44:00,Azure,10.21.96.157,10.4.91.171,5432,UDP,ACCEPT,280107
2026-01-01T05:45:00,AWS,10.30.98.25,10.8.121.84,22,UDP,REJECT,30891
2026-01-01T05:46:00,AWS,10.22.110.85,10.9.234.248,80,UDP,ACCEPT,673382
2026-01-01T05:47:00,AWS,10.22.244.201,10.8.44.241,443,TCP,REJECT,419419
2026-01-01T05:48:00,AWS,10.11.139.139,10.7.29.171,3389,UDP,ACCEPT,529261
2026-01-01T05:49:00,AWS,10.8.139.137,10.24.72.8,443,TCP,ACCEPT,347897
2026-01-01T05:50:00,Azure,10.5.230.107,10.26.56.5,53,TCP,ACCEPT,837299
2026-01-01T05:51:00,Azure,10.14.143.205,10.12.251.25,3389,UDP,ACCEPT,644906
2026-01-01T05:52:00,Azure,10.28.173.102,10.22.21.136,53,UDP,ACCEPT,530833
2026-01-01T05:53:00,Azure,10.19.56.137,10.7.142.161,53,UDP,REJECT,660179
2026-01-01T05:54:00,AWS,10.27.89.62,10.10.52.131,5432,UDP,ACCEPT,998343
2026-01-01T05:55:00,Azure,10.29.66.188,10.23.39.5,3389,TCP,REJECT,741728
2026-01-01T05:56:00,AWS,10.8.7.66,10.15.147.150,5432,TCP,ACCEPT,587174
2026-01-01T05:57:00,AWS,10.5.229.191,10.6.178.133,3389,TCP,REJECT,914942
2026-01-01T05:58:00,Azure,10.2.239.254,10.30.19.149,80,TCP,REJECT,776432
2026-01-01T05:59:00,Azure,10.6.178.179,10.14.215.206,443,TCP,REJECT,513116
2026-01-01T06:00:00,AWS,10.21.28.58,10.27.25.28,22,UDP,REJECT,296580
2026-01-01T06:01:00,AWS,10.16.44.34,10.15.124.114,443,UDP,ACCEPT,518453
2026-01-01T06:02:00,AWS,10.3.14.253,10.21.93.249,22,TCP,ACCEPT,637352
2026-01-01T06:03:00,Azure,10.17.148.176,10.1.8.221,5432,UDP,ACCEPT,475963
2026-01-01T06:04:00,Azure,10.25.246.166,10.28.83.172,22,TCP,ACCEPT,607529
2026-01-01T06:05:00,AWS,10.19.172.51,10.24.245.29,443,UDP,REJECT,501422
2026-01-01T06:06:00,Azure,10.14.245.133,10.2.183.176,5432,UDP,ACCEPT,991869
2026-01-01T06:07:00,AWS,10.24.41.75,10.19.106.106,443,UDP,ACCEPT,77587
2026-01-01T06:08:00,Azure,10.13.221.197,10.15.207.178,53,UDP,ACCEPT,567443
2026-01-01T06:09:00,Azure,10.2.228.166,10.22.12.16,53,TCP,ACCEPT,548009
2026-01-01T06:10:00,Azure,10.6.47.138,10.3.26.12,443,TCP,REJECT,799134
2026-01-01T06:11:00,AWS,10.30.80.52,10.13.15.55,80,UDP,ACCEPT,567155
2026-01-01T06:12:00,Azure,10.8.81.131,10.28.28.137,443,UDP,ACCEPT,672543
2026-01-01T06:13:00,AWS,10.23.89.3,10.11.218.166,5432,TCP,ACCEPT,270259
2026-01-01T06:14:00,Azure,10.26.61.161,10.4.76.41,443,TCP,ACCEPT,999120
2026-01-01T06:15:00,Azure,10.11.220.239,10.23.112.21,5432,UDP,REJECT,158123
2026-01-01T06:16:00,Azure,10.6.189.32,10.24.152.81,22,TCP,REJECT,480063
2026-01-01T06:17:00,Azure,10.16.30.155,10.14.128.71,80,UDP,ACCEPT,782372
2026-01-01T06:18:00,Azure,10.11.82.196,10.8.211.236,3389,TCP,ACCEPT,529539
2026-01-01T06:19:00,AWS,10.16.77.206,10.22.233.222,5432,UDP,REJECT,279101
2026-01-01T06:20:00,Azure,10.4.165.118,10.14.160.118,22,UDP,ACCEPT,238134
2026-01-01T06:21:00,AWS,10.25.100.16,10.28.120.242,443,UDP,ACCEPT,80012
2026-01-01T06:22:00,AWS,10.5.24.242,10.25.122.208,5432,TCP,ACCEPT,56036
2026-01-01T06:23:00,AWS,10.9.162.166,10.26.192.55,80,UDP,ACCEPT,349528
2026-01-01T06:24:00,AWS,10.18.33.109,10.18.148.111,5432,TCP,ACCEPT,139634
2026-01-01T06:25:00,AWS,10.20.222.212,10.15.193.218,5432,TCP,ACCEPT,547353
2026-01-01T06:26:00,Azure,10.28.252.64,10.3.58.66,443,TCP,ACCEPT,879616
2026-01-01T06:27:00,Azure,10.23.102.69,10.27.23.175,53,TCP,ACCEPT,87779
2026-01-01T06:28:00,Azure,10.19.25.51,10.6.191.93,22,UDP,ACCEPT,860908
2026-01-01T06:29:00,AWS,10.2.248.158,10.1.245.58,53,UDP,REJECT,926131
2026-01-01T06:30:00,AWS,10.17.106.90,10.22.249.99,5432,UDP,ACCEPT,427127
2026-01-01T06:31:00,Azure,10.17.27.122,10.8.157.159,5432,TCP,REJECT,394803
2026-01-01T06:32:00,Azure,10.6.153.60,10.1.142.190,5432,UDP,ACCEPT,859972
2026-01-01T06:33:00,Azure,10.27.44.49,10.14.77.111,22,UDP,ACCEPT,61341
2026-01-01T06:34:00,Azure,10.11.228.150,10.8.25.37,3389,TCP,ACCEPT,839783
2026-01-01T06:35:00,Azure,10.29.19.127,10.14.231.213,3389,TCP,ACCEPT,41395
2026-01-01T06:36:00,AWS,10.9.92.226,10.23.24.167,5432,UDP,ACCEPT,839967
2026-01-01T06:37:00,AWS,10.11.68.32,10.7.112.64,80,TCP,REJECT,753419
2026-01-01T06:38:00,Azure,10.29.30.234,10.22.234.194,22,TCP,ACCEPT,247188
2026-01-01T06:39:00,AWS,10.8.174.83,10.4.233.91,3389,TCP,REJECT,633569
2026-01-01T06:40:00,AWS,10.3.132.236,10.24.91.194,53,TCP,ACCEPT,423573
2026-01-01T06:41:00,Azure,10.7.10.122,10.6.10.76,443,UDP,ACCEPT,859839
2026-01-01T06:42:00,Azure,10.26.253.71,10.20.75.164,5432,UDP,ACCEPT,487685
2026-01-01T06:43:00,AWS,10.17.94.111,10.27.178.134,3389,TCP,REJECT,73578
2026-01-01T06:44:00,AWS,10.7.31.157,10.9.225.1,53,TCP,ACCEPT,586083
2026-01-01T06:45:00,Azure,10.24.15.50,10.2.78.248,3389,UDP,ACCEPT,495110
2026-01-01T06:46:00,Azure,10.10.8.8,10.3.57.230,53,TCP,ACCEPT,134404
2026-01-01T06:47:00,AWS,10.28.161.59,10.15.162.169,53,TCP,ACCEPT,247818
2026-01-01T06:48:00,AWS,10.8.239.239,10.27.235.89,80,UDP,REJECT,638407
2026-01-01T06:49:00,AWS,10.16.137.226,10.28.189.142,53,TCP,ACCEPT,740761
2026-01-01T06:50:00,Azure,10.19.40.245,10.8.119.11,3389,UDP,ACCEPT,223393
2026-01-01T06:51:00,AWS,10.24.61.141,10.14.189.165,5432,TCP,REJECT,11381
2026-01-01T06:52:00,AWS,10.27.100.203,10.6.199.38,443,TCP,REJECT,324212
2026-01-01T06:53:00,Azure,10.29.185.79,10.25.168.200,3389,TCP,ACCEPT,264800
2026-01-01T06:54:00,AWS,10.10.221.243,10.8.45.181,5432,UDP,ACCEPT,936559
2026-01-01T06:55:00,AWS,10.18.149.241,10.4.104.85,5432,UDP,ACCEPT,873320
2026-01-01T06:56:00,Azure,10.23.158.176,10.18.34.112,53,TCP,ACCEPT,389996
2026-01-01T06:57:00,AWS,10.2.198.27,10.18.59.20,5432,UDP,REJECT,27461
2026-01-01T06:58:00,AWS,10.17.69.231,10.1.186.34,80,UDP,REJECT,357465
2026-01-01T06:59:00,Azure,10.14.59.32,10.9.98.135,80,UDP,ACCEPT,866382
2026-01-01T07:00:00,Azure,10.10.227.240,10.12.77.20,22,TCP,REJECT,741061
2026-01-01T07:01:00,AWS,10.14.101.231,10.15.16.211,22,TCP,REJECT,592112
2026-01-01T07:02:00,Azure,10.9.75.11,10.21.71.63,5432,UDP,ACCEPT,301785
2026-01-01T07:03:00,AWS,10.12.21.253,10.18.174.110,5432,UDP,REJECT,459107
2026-01-01T07:04:00,AWS,10.20.4.165,10.6.230.102,80,UDP,ACCEPT,129337
2026-01-01T07:05:00,AWS,10.4.229.157,10.27.173.186,53,UDP,ACCEPT,258358
2026-01-01T07:06:00,Azure,10.30.109.40,10.11.97.152,53,TCP,ACCEPT,820623
2026-01-01T07:07:00,Azure,10.27.83.77,10.13.35.72,80,TCP,ACCEPT,729817
2026-01-01T07:08:00,Azure,10.12.28.205,10.12.22.16,53,UDP,REJECT,954742
2026-01-01T07:09:00,Azure,10.2.78.23,10.16.255.81,80,UDP,ACCEPT,907354
2026-01-01T07:10:00,AWS,10.22.219.81,10.8.241.121,3389,UDP,REJECT,512804
2026-01-01T07:11:00,Azure,10.2.97.3,10.9.221.118,22,TCP,REJECT,421658
2026-01-01T07:12:00,AWS,10.23.97.143,10.1.11.253,3389,UDP,ACCEPT,424215
2026-01-01T07:13:00,Azure,10.12.3.74,10.25.204.200,53,UDP,REJECT,411803
2026-01-01T07:14:00,AWS,10.11.100.189,10.17.231.49,22,UDP,ACCEPT,695541
2026-01-01T07:15:00,AWS,10.8.44.80,10.11.81.98,5432,TCP,ACCEPT,303156
2026-01-01T07:16:00,AWS,10.30.85.209,10.24.124.115,22,TCP,ACCEPT,969410
2026-01-01T07:17:00,Azure,10.8.18.11,10.11.176.244,22,TCP,ACCEPT,70309
2026-01-01T07:18:00,AWS,10.10.4.7,10.3.219.219,53,TCP,REJECT,481392
2026-01-01T07:19:00,Azure,10.8.17.207,10.28.59.176,3389,TCP,ACCEPT,127627
2026-01-01T07:20:00,Azure,10.1.63.87,10.26.47.213,53,TCP,ACCEPT,611491
2026-01-01T07:21:00,Azure,10.12.228.28,10.12.113.164,80,TCP,ACCEPT,978657
2026-01-01T07:22:00,AWS,10.24.97.186,10.19.48.254,443,TCP,REJECT,399535
2026-01-01T07:23:00,Azure,10.14.97.17,10.9.48.99,443,UDP,ACCEPT,559072
2026-01-01T07:24:00,Azure,10.20.220.254,10.27.231.36,5432,TCP,ACCEPT,404162
2026-01-01T07:25:00,Azure,10.28.48.156,10.30.58.40,80,TCP,ACCEPT,749072
2026-01-01T07:26:00,Azure,10.23.90.95,10.6.13.141,80,UDP,REJECT,486636
2026-01-01T07:27:00,Azure,10.9.175.138,10.10.236.177,80,TCP,ACCEPT,55583
2026-01-01T07:28:00,AWS,10.22.66.122,10.2.141.177,443,TCP,ACCEPT,743168
2026-01-01T07:29:00,AWS,10.5.1.39,10.11.152.23,3389,UDP,ACCEPT,495605
2026-01-01T07:30:00,AWS,10.12.36.200,10.7.24.162,3389,TCP,ACCEPT,504792
2026-01-01T07:31:00,AWS,10.25.205.6,10.14.48.63,3389,UDP,ACCEPT,794116
2026-01-01T07:32:00,AWS,10.5.242.57,10.28.212.125,80,UDP,ACCEPT,20867
2026-01-01T07:33:00,AWS,10.25.165.172,10.16.97.4,443,UDP,ACCEPT,114503
2026-01-01T07:34:00,AWS,10.30.107.222,10.26.48.119,80,UDP,ACCEPT,569058
2026-01-01T07:35:00,Azure,10.25.77.14,10.10.204.68,5432,TCP,REJECT,496131
2026-01-01T07:36:00,Azure,10.13.34.16,10.27.41.129,5432,TCP,ACCEPT,149628
2026-01-01T07:37:00,AWS,10.29.193.138,10.23.208.151,53,UDP,ACCEPT,731378
2026-01-01T07:38:00,Azure,10.24.23.246,10.25.30.197,53,UDP,REJECT,626585
2026-01-01T07:39:00,AWS,10.16.98.139,10.12.52.52,443,TCP,ACCEPT,634373
2026-01-01T07:40:00,AWS,10.26.148.47,10.13.100.175,22,TCP,ACCEPT,323988
2026-01-01T07:41:00,Azure,10.4.220.223,10.19.68.125,53,UDP,ACCEPT,611534
2026-01-01T07:42:00,AWS,10.17.74.115,10.4.221.140,443,TCP,ACCEPT,679496
2026-01-01T07:43:00,Azure,10.17.162.246,10.6.230.59,3389,UDP,REJECT,721161
2026-01-01T07:44:00,Azure,10.22.111.164,10.16.212.183,53,UDP,ACCEPT,257947
2026-01-01T07:45:00,AWS,10.23.210.151,10.7.138.33,80,UDP,ACCEPT,676469
2026-01-01T07:46:00,AWS,10.1.115.127,10.30.95.151,5432,UDP,ACCEPT,432348
2026-01-01T07:47:00,AWS,10.27.235.246,10.24.121.11,80,UDP,ACCEPT,350408
2026-01-01T07:48:00,Azure,10.7.24.199,10.21.14.217,80,TCP,ACCEPT,70107
2026-01-01T07:49:00,Azure,10.18.46.120,10.12.98.117,80,TCP,REJECT,192408
2026-01-01T07:50:00,Azure,10.10.50.236,10.21.58.9,53,TCP,ACCEPT,380846
2026-01-01T07:51:00,Azure,10.26.175.162,10.6.234.82,443,TCP,ACCEPT,129467
2026-01-01T07:52:00,AWS,10.13.175.20,10.4.89.18,443,UDP,ACCEPT,460922
2026-01-01T07:53:00,Azure,10.26.218.6,10.26.80.167,53,TCP,ACCEPT,861329
2026-01-01T07:54:00,AWS,10.19.232.145,10.7.195.98,5432,TCP,ACCEPT,653218
2026-01-01T07:55:00,AWS,10.17.37.217,10.30.78.192,5432,UDP,REJECT,444284
2026-01-01T07:56:00,Azure,10.3.149.136,10.1.239.168,53,TCP,ACCEPT,370966
2026-01-01T07:57:00,AWS,10.4.149.125,10.14.34.75,53,TCP,REJECT,963362
2026-01-01T07:58:00,AWS,10.15.159.93,10.11.166.4,80,UDP,REJECT,367630
2026-01-01T07:59:00,AWS,10.19.63.195,10.20.241.39,53,TCP,ACCEPT,167416
2026-01-01T08:00:00,AWS,10.26.120.176,10.15.62.151,22,TCP,REJECT,874810
2026-01-01T08:01:00,AWS,10.11.77.151,10.19.26.177,80,TCP,ACCEPT,597228
2026-01-01T08:02:00,Azure,10.8.152.23,10.28.227.135,53,TCP,REJECT,60974
2026-01-01T08:03:00,Azure,10.23.31.196,10.24.213.170,53,TCP,ACCEPT,565666
2026-01-01T08:04:00,AWS,10.11.95.218,10.6.53.245,5432,UDP,REJECT,695022
2026-01-01T08:05:00,Azure,10.22.235.114,10.3.184.36,53,TCP,REJECT,272508
2026-01-01T08:06:00,Azure,10.18.201.68,10.30.197.124,22,TCP,ACCEPT,441294
2026-01-01T08:07:00,Azure,10.2.92.212,10.23.164.104,5432,TCP,ACCEPT,115345
2026-01-01T08:08:00,Azure,10.8.173.169,10.24.173.90,5432,TCP,ACCEPT,472636
2026-01-01T08:09:00,AWS,10.8.170.197,10.8.157.224,443,TCP,REJECT,285833
2026-01-01T08:10:00,Azure,10.10.7.201,10.21.87.29,22,UDP,ACCEPT,417376
2026-01-01T08:11:00,Azure,10.16.20.157,10.16.61.85,5432,UDP,REJECT,963549
2026-01-01T08:12:00,AWS,10.9.124.132,10.9.26.155,53,TCP,REJECT,835243
2026-01-01T08:13:00,AWS,10.11.228.47,10.3.200.236,22,TCP,ACCEPT,190668
2026-01-01T08:14:00,Azure,10.28.237.236,10.22.23.47,80,UDP,ACCEPT,293708
2026-01-01T08:15:00,Azure,10.2.17.43,10.25.61.204,443,UDP,ACCEPT,968318
2026-01-01T08:16:00,AWS,10.24.213.52,10.18.144.84,53,TCP,ACCEPT,226031
2026-01-01T08:17:00,Azure,10.30.197.212,10.23.154.130,443,UDP,ACCEPT,575832
2026-01-01T08:18:00,AWS,10.29.250.146,10.27.57.220,443,TCP,ACCEPT,570324
2026-01-01T08:19:00,Azure,10.24.115.92,10.13.93.99,53,TCP,REJECT,420030
2026-01-01T08:20:00,AWS,10.4.181.87,10.13.106.94,80,UDP,ACCEPT,604821
2026-01-01T08:21:00,Azure,10.5.63.126,10.22.141.6,53,TCP,ACCEPT,266595
2026-01-01T08:22:00,AWS,10.1.183.47,10.4.190.49,443,TCP,ACCEPT,219543
2026-01-01T08:23:00,Azure,10.18.136.25,10.21.209.227,80,UDP,REJECT,597732
2026-01-01T08:24:00,AWS,10.26.185.248,10.24.204.3,5432,TCP,REJECT,805525
2026-01-01T08:25:00,AWS,10.30.39.165,10.13.63.182,53,TCP,ACCEPT,834398
2026-01-01T08:26:00,AWS,10.12.54.146,10.9.43.129,5432,UDP,ACCEPT,585014
2026-01-01T08:27:00,Azure,10.2.202.53,10.13.158.88,80,TCP,ACCEPT,530449
2026-01-01T08:28:00,Azure,10.1.199.85,10.22.251.125,53,TCP,REJECT,185551
2026-01-01T08:29:00,AWS,10.21.174.209,10.1.125.175,80,UDP,ACCEPT,489365
2026-01-01T08:30:00,AWS,10.12.98.217,10.20.136.108,22,UDP,REJECT,26765
2026-01-01T08:31:00,Azure,10.20.89.211,10.8.231.152,5432,TCP,ACCEPT,20080
2026-01-01T08:32:00,AWS,10.12.20.57,10.26.73.197,5432,TCP,REJECT,179788
2026-01-01T08:33:00,AWS,10.22.106.14,10.16.89.203,443,TCP,REJECT,252664
2026-01-01T08:34:00,Azure,10.14.114.139,10.21.239.93,53,UDP,REJECT,734396
2026-01-01T08:35:00,Azure,10.12.129.81,10.23.159.92,53,UDP,ACCEPT,655307
2026-01-01T08:36:00,AWS,10.9.1.108,10.21.16.37,5432,UDP,ACCEPT,40520
2026-01-01T08:37:00,AWS,10.15.172.136,10.18.84.55,80,TCP,REJECT,372893
2026-01-01T08:38:00,Azure,10.5.125.129,10.5.211.236,443,TCP,REJECT,627191
2026-01-01T08:39:00,AWS,10.16.99.80,10.20.205.26,5432,TCP,ACCEPT,145557
2026-01-01T08:40:00,Azure,10.5.176.109,10.19.254.224,80,TCP,ACCEPT,18052
2026-01-01T08:41:00,AWS,10.2.19.16,10.2.244.50,3389,UDP,REJECT,137218
2026-01-01T08:42:00,Azure,10.6.190.121,10.12.115.26,53,UDP,ACCEPT,960524
2026-01-01T08:43:00,AWS,10.18.196.76,10.14.17.171,443,UDP,ACCEPT,16543
2026-01-01T08:44:00,AWS,10.1.91.54,10.21.113.2,5432,UDP,ACCEPT,674959
2026-01-01T08:45:00,AWS,10.9.133.126,10.12.191.130,22,TCP,ACCEPT,820212
2026-01-01T08:46:00,AWS,10.3.251.148,10.12.236.164,53,TCP,ACCEPT,862932
2026-01-01T08:47:00,AWS,10.11.250.234,10.5.45.251,80,UDP,REJECT,833045
2026-01-01T08:48:00,AWS,10.21.146.219,10.11.146.64,443,TCP,ACCEPT,849901
2026-01-01T08:49:00,Azure,10.25.62.68,10.15.157.139,80,TCP,ACCEPT,583107
2026-01-01T08:50:00,AWS,10.27.250.235,10.14.184.34,22,UDP,REJECT,270401
2026-01-01T08:51:00,AWS,10.2.35.85,10.4.229.107,5432,UDP,REJECT,452214
2026-01-01T08:52:00,AWS,10.28.73.231,10.25.236.201,53,UDP,ACCEPT,914935
2026-01-01T08:53:00,Azure,10.16.171.5,10.9.147.194,22,UDP,ACCEPT,384298
2026-01-01T08:54:00,Azure,10.29.204.95,10.6.78.23,80,UDP,REJECT,560307
2026-01-01T08:55:00,AWS,10.17.130.57,10.29.12.254,3389,UDP,REJECT,748299
2026-01-01T08:56:00,Azure,10.29.252.56,10.29.40.59,443,TCP,ACCEPT,631041
2026-01-01T08:57:00,Azure,10.14.49.141,10.28.200.125,80,UDP,REJECT,403353
2026-01-01T08:58:00,Azure,10.4.151.167,10.12.182.141,53,UDP,ACCEPT,616732
2026-01-01T08:59:00,Azure,10.24.28.77,10.17.226.86,80,UDP,ACCEPT,548888
2026-01-01T09:00:00,AWS,10.11.55.144,10.26.29.224,443,UDP,ACCEPT,196274
2026-01-01T09:01:00,AWS,10.17.49.254,10.20.80.10,22,TCP,ACCEPT,243135
2026-01-01T09:02:00,Azure,10.11.111.239,10.22.93.139,443,TCP,REJECT,870236
2026-01-01T09:03:00,Azure,10.29.178.106,10.20.79.3,443,TCP,ACCEPT,117723
2026-01-01T09:04:00,AWS,10.17.177.121,10.23.3.249,53,UDP,REJECT,744864
2026-01-01T09:05:00,Azure,10.15.32.2,10.28.174.130,5432,TCP,ACCEPT,864896
2026-01-01T09:06:00,Azure,10.10.200.165,10.30.200.207,80,TCP,ACCEPT,158112
2026-01-01T09:07:00,Azure,10.30.17.152,10.27.242.213,5432,TCP,REJECT,542486
2026-01-01T09:08:00,Azure,10.27.112.161,10.15.88.109,22,UDP,REJECT,840715
2026-01-01T09:09:00,Azure,10.5.210.17,10.16.111.43,3389,TCP,REJECT,780458
2026-01-01T09:10:00,Azure,10.5.203.54,10.11.251.55,5432,UDP,REJECT,737223
2026-01-01T09:11:00,Azure,10.24.49.126,10.1.91.196,53,TCP,REJECT,879343
2026-01-01T09:12:00,AWS,10.16.99.252,10.30.236.14,53,UDP,ACCEPT,47311
2026-01-01T09:13:00,AWS,10.14.204.209,10.18.188.134,80,TCP,REJECT,944237
2026-01-01T09:14:00,AWS,10.18.162.166,10.5.10.221,5432,UDP,ACCEPT,547632
2026-01-01T09:15:00,Azure,10.29.66.8,10.25.241.35,22,TCP,ACCEPT,402238
2026-01-01T09:16:00,Azure,10.21.192.193,10.12.101.231,3389,TCP,ACCEPT,398862
2026-01-01T09:17:00,AWS,10.5.223.59,10.6.60.110,53,TCP,ACCEPT,667276
2026-01-01T09:18:00,Azure,10.29.154.65,10.8.132.51,5432,UDP,REJECT,499446
2026-01-01T09:19:00,Azure,10.2.199.241,10.20.219.142,443,TCP,ACCEPT,848904
2026-01-01T09:20:00,AWS,10.29.171.205,10.30.43.19,443,UDP,REJECT,679431
2026-01-01T09:21:00,Azure,10.15.72.133,10.5.101.239,80,TCP,ACCEPT,431649
2026-01-01T09:22:00,AWS,10.23.110.205,10.14.7.190,3389,TCP,REJECT,546754
2026-01-01T09:23:00,AWS,10.5.44.62,10.3.68.209,3389,UDP,ACCEPT,51645
2026-01-01T09:24:00,Azure,10.14.89.111,10.25.179.26,5432,UDP,ACCEPT,308391
2026-01-01T09:25:00,Azure,10.2.225.200,10.22.192.220,80,TCP,ACCEPT,52061
2026-01-01T09:26:00,Azure,10.9.44.59,10.26.114.200,3389,UDP,REJECT,6120
2026-01-01T09:27:00,AWS,10.22.204.82,10.27.212.6,80,TCP,ACCEPT,628354
2026-01-01T09:28:00,Azure,10.3.28.213,10.4.15.55,80,UDP,ACCEPT,315164
2026-01-01T09:29:00,AWS,10.20.241.163,10.14.169.243,443,TCP,REJECT,562838
2026-01-01T09:30:00,Azure,10.13.69.253,10.1.43.7,80,UDP,ACCEPT,193850
2026-01-01T09:31:00,AWS,10.30.58.178,10.4.128.117,53,TCP,ACCEPT,121032
2026-01-01T09:32:00,Azure,10.27.48.160,10.3.230.58,3389,TCP,ACCEPT,382588
